X1,mod_agency,maj_agency_cat,vendor_name,street_address,city,state,zipcode,maj_fund_agency_cat,contracting_office_agency_id,dollars_obligated,description_of_contract_requirement,vendor_cd,place_of_performance_city,pop_state_code,place_of_performance_congressional_district,product_or_service_code,unique_transaction_id,vLocation,popLocation,beltway,vlon,vlat,plon,plat,beltwayMetro,gcBeltFund,gcMetroBeltFund,majAgency
30216,2100: DEPT OF THE ARMY,9700: Department of Defense,CGI FEDERAL INC.,12601 FAIR LAKES CIR,FAIRFAX,VA,22033,9700: Department of Defense,2100: DEPT OF THE ARMY,21083298.93,IGF::OT::IGF,NA,FORT EUSTIS,VA,VA03,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,c9b50b4bd72b4ab9b313379b11d4d077,"FAIRFAX, VA","FORT EUSTIS, VA",inBeltway,-77.3063733,38.8462236,-76.5775744,37.1525136,inBeltway,21083298.93,21083298.93,Department of Defense
30232,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,NORTHROP GRUMMAN SYSTEMS CORPORATION,3520 E AVE M,PALMDALE,CA,93550,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,8270550,"INCREMENTALLY FUND CLINS 2201 (BF),&1261 (BD, BF, BH, BJ, BQ) IGF::OT::IGF",NA,PALMDALE,CA,CA25,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,53cb0e6dd49344f180841f8f82455838,"PALMDALE, CA","PALMDALE, CA",notInBeltway,-118.1164613,34.5794343,-118.1164613,34.5794343,notInBeltway,0,0,Department of Defense
30437,1700: DEPT OF THE NAVY,9700: Department of Defense,ALION - IPS CORPORATION,10 WEST 35TH ST,CHICAGO,IL,60616,9700: Department of Defense,1700: DEPT OF THE NAVY,15901365,"SUPPORT TO THE PROGRAM OFFICE WILL ASSIST IN THEIR EFFORTS TO SATISFY BOTH CURRENT AND FUTURE NAVY/MARINE CORPS NEEDS FOR AMPHIBIOUS WARFARE. THE CONTRACTOR SHALL SUPPLY A FULL RANGE OF PROFESSIONAL SUPPORT SERVICES IN THE AREAS OF PROGRAM MANAGEMENT, ENGINEERING, LOGISTICS, TEST AND EVALUATION (T&E), BUSINESS/FINANCIAL MANAGEMENT AND GOVERNMENT FURNISHED EQUIPMENT/GOVERNMENT FURNISHED INFORMATION (GFE/GFI).",NA,WASHINGTON NAVY YARD,DC,DC00,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,a909f28b6ff74f489ac790b6d09823e5,"CHICAGO, IL","WASHINGTON NAVY YARD, DC",notInBeltway,-87.6297982,41.8781136,-76.9945473,38.8746334,notInBeltway,0,0,Department of Defense
31527,1700: DEPT OF THE NAVY,9700: Department of Defense,ALION - IPS CORPORATION,10 WEST 35TH ST,CHICAGO,IL,60616,9700: Department of Defense,1700: DEPT OF THE NAVY,15439345,"IGF:OT:IGF SUPPORT TO THE PROGRAM OFFICE WILL ASSIST IN THEIR EFFORTS TO SATISFY BOTH CURRENT AND FUTURE NAVY MARINE CORPS NEEDS FOR AMPHIBIOUS WARFARE. THE CONTRACTOR SHALL SUPPLY A FULL RANGE OF PROFESSIONAL SUPPORT SERVICES ACROSS ALL OF PMS377 HIGHLY INTERRELATED PRODUCT LINES IN THE AREAS OF PROGRAM MANAGEMENT, ENGINEERING, LOGISTICS, TEST AND EVALUATION (TE), BUSINESS FINANCIAL MANAGEMENT AND GOVERNMENT FURNISHED EQUIPMENT GOVERNMENT FURNISHED INFORMATION GFE GFI.",NA,WASHINGTON NAVY YARD,DC,DC00,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,17ec44f4df7a4dce91c9a3d5f35c144c,"CHICAGO, IL","WASHINGTON NAVY YARD, DC",notInBeltway,-87.6297982,41.8781136,-76.9945473,38.8746334,notInBeltway,0,0,Department of Defense
31780,97DH: DEFENSE HEALTH AGENCY (DHA),9700: Department of Defense,"KEYSTONE PEER REVIEW ORGANIZATION, INC.",777 E PARK DR,HARRISBURG,PA,17111,9700: Department of Defense,97DH: DEFENSE HEALTH AGENCY (DHA),9036252,IGF::OT::IGF TRICARE QUALITY MONITORING CONTRACT(TQMC),NA,HARRISBURG,PA,PA11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,4f4312fbbadd460caebd247b9d408187,"HARRISBURG, PA","HARRISBURG, PA",notInBeltway,-76.8867008,40.2731911,-76.8867008,40.2731911,notInBeltway,0,0,Department of Defense
32280,2100: DEPT OF THE ARMY,9700: Department of Defense,"PEREGRINE TECHNICAL SOLUTIONS, LLC",114 BALLARD ST,YORKTOWN,VA,23690,9700: Department of Defense,2100: DEPT OF THE ARMY,13629198.65,'IGF::OT::IGF''RSP SERVICES,NA,ARLINGTON,VA,VA08,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,0595f9e724404bc09ce0305b27ef13ae,"YORKTOWN, VA","ARLINGTON, VA",notInBeltway,-76.5096731,37.2387556,-77.0909809,38.8816208,notInBeltway,0,0,Department of Defense
32926,"1900: STATE, DEPARTMENT OF",1900: Department of State,"STANLEY ASSOCIATES, INC.",12601 FAIR LAKES CIR,FAIRFAX,VA,22033,1900: Department of State,"1900: STATE, DEPARTMENT OF",18272476.24,INCREMENTAL FUNDING AND EXERCISE OPTION YEAR 2. IGF::OT::IGF,NA,FAIRFAX,VA,VA11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,bd817acddeac4e92b6d177a0f78f809c,"FAIRFAX, VA","FAIRFAX, VA",inBeltway,-77.3063733,38.8462236,-77.3063733,38.8462236,inBeltway,18272476.24,18272476.24,Department of State
33576,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,"MACAULAY-BROWN, INC",4021 EXECUTIVE DR,DAYTON,OH,45430,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,9423983,IGF::CT::IGF EXERCISE OPTION YEAR 1,NA,SHAW AFB,SC,SC05,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,1d2025ab250144f9b99a5157238e7cc9,"DAYTON, OH","SHAW AFB, SC",notInBeltway,-84.1916069,39.7589478,-80.4692433,33.9738685,notInBeltway,0,0,Department of Defense
33801,1406: DEPARTMENTAL OFFICES,1400: Department of the Interior,"MERLIN INTERNATIONAL, INC.",4 B INVERNESS CT E STE 100,ENGLEWOOD,CO,80112,:,1406: DEPARTMENTAL OFFICES,9239448.9,HHS ENTERPRISE SECURITY PROGRAM SUPPORT - OY 2 IGF::CT::IGF,NA,WASHINGTON,DC,DC00,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,49d344dacf314ccdbb099cc5072804a8,"ENGLEWOOD, CO","WASHINGTON, DC",notInBeltway,-104.9877597,39.6477653,-77.0368707,38.9071923,notInBeltway,0,0,
33837,7570: OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),:,"SRA INTERNATIONAL, INC.",15036 CONFERENCE CENTER DR,CHANTILLY,VA,20151,:,7570: OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),8374684,"IGF::CT::IGF PROGRAM SUPPORT FOR ADMIN. FOR CHILDREN AND FAMILIES, DIVISION OF FEDERAL SYSTEMS AND OTHER ACF/OCSE DIVISIONS",NA,FAIRFAX,VA,VA11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,dad6c866816c4a55afc3f9a0eeca9fb7,"CHANTILLY, VA","FAIRFAX, VA",notInBeltway,-77.4310992,38.8942786,-77.3063733,38.8462236,inBeltway,0,8374684,
34665,7529: NATIONAL INSTITUTES OF HEALTH,7500: Department of Health and Human Services,"KELLY SERVICES, INC.",999 W BIG BEAVER RD,TROY,MI,48084,7500: Department of Health and Human Services,7529: NATIONAL INSTITUTES OF HEALTH,15599499.42,"IGF::OT::IGF OTHER FUNCTIONS - SCIENTIFIC, TECHNICAL AND OTHER PROFESSIONAL SERVICES (STOPS)",NA,TROY,MI,MI11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,e263edc101a345249f852602be022e70,"TROY, MI","TROY, MI",notInBeltway,-83.1497751,42.6064095,-83.1497751,42.6064095,notInBeltway,0,0,Department of Health and Human Services
34677,97DH: DEFENSE HEALTH AGENCY (DHA),9700: Department of Defense,INFORMATION TECHNOLOGY SOLUTIONS AND CONSULTING LIMITED LIABILITY COMPANY,5113 LEESBURG PIKE STE 307,FALLS CHURCH,VA,22041,9700: Department of Defense,97DH: DEFENSE HEALTH AGENCY (DHA),16378279.12,"IGF::CL::IGF DIRECTORATE OF PROCUREMENT'S CONTRACT MANAGEMENT, PROGRAM MANAGEMENT SUPPORT AND EXECUTIVE SUPPORT SERVICES",NA,FALLS CHURCH,VA,VA08,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,a0a0b292cfef47ef82fb1bc97ffd7018,"FALLS CHURCH, VA","FALLS CHURCH, VA",inBeltway,-77.1710914,38.882334,-77.1710914,38.882334,inBeltway,16378279.12,16378279.12,Department of Defense
34816,7529: NATIONAL INSTITUTES OF HEALTH,7500: Department of Health and Human Services,"KELLY SERVICES, INC.",999 W BIG BEAVER RD,TROY,MI,48084,7500: Department of Health and Human Services,7529: NATIONAL INSTITUTES OF HEALTH,11920011.02,"IGF::OT::IGF - OTHER FUNCTIONS - SCIENTIFIC, TECHNICAL AND OTHER PROFESSIONAL SERVICES (STOPS)",NA,TROY,MI,MI11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,4aae1e83ae1040b4bf4f942c21890fce,"TROY, MI","TROY, MI",notInBeltway,-83.1497751,42.6064095,-83.1497751,42.6064095,notInBeltway,0,0,Department of Health and Human Services
34995,2100: DEPT OF THE ARMY,9700: Department of Defense,DELOITTE CONSULTING LLP,12010 SUNSET HILLS RD STE 500,RESTON,VA,20190,9700: Department of Defense,2100: DEPT OF THE ARMY,23077629.12,FINANCIAL BUSINESS OPERATIONS AND MANAGEMENT SUPPORT SERVICES IGF::CL::IGF,NA,WASHINGTON,DC,DC00,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,a4475388e8bb4ab69f42c33d29614b3d,"RESTON, VA","WASHINGTON, DC",notInBeltway,-77.3570028,38.9586307,-77.0368707,38.9071923,inBeltway,0,23077629.12,Department of Defense
35021,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,BLUEFORCE INC,6 MANHATTAN SQ STE 101,HAMPTON,VA,23666,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,8112840,IGF::CT::IGF AWARD CAF FIGHTER SQUADRON SUPPORT CONTRACT,NA,HAMPTON,VA,VA03,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,38a84d70b4d54d058d3c7c755dc5bf0c,"HAMPTON, VA","HAMPTON, VA",notInBeltway,-76.3452218,37.0298687,-76.3452218,37.0298687,notInBeltway,0,0,Department of Defense
36852,2100: DEPT OF THE ARMY,9700: Department of Defense,"CAS, INC.",100 QUALITY CIR NW,HUNTSVILLE,AL,35806,9700: Department of Defense,2100: DEPT OF THE ARMY,8837455.19,OPTION EXERCISE,NA,HUNTSVILLE,AL,AL05,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,c9ab65a381c34362aafcd120289d9f96,"HUNTSVILLE, AL","HUNTSVILLE, AL",notInBeltway,-86.5861037,34.7303688,-86.5861037,34.7303688,notInBeltway,0,0,Department of Defense
36854,2100: DEPT OF THE ARMY,9700: Department of Defense,INTERNATIONAL BUSINESS MACHINES CORPORATION,6710 ROCKLEDGE DR,BETHESDA,MD,20817,9700: Department of Defense,2100: DEPT OF THE ARMY,10079028.72,"IGF::CL,CT::IGF",NA,RADFORD,VA,VA09,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,b1e5239dab014b43bd539dcde6cdc913,"BETHESDA, MD","RADFORD, VA",inBeltway,-77.0947092,38.984652,-80.5764477,37.1317924,inBeltway,10079028.72,10079028.72,Department of Defense
37829,7529: NATIONAL INSTITUTES OF HEALTH,7500: Department of Health and Human Services,"KELLY SERVICES, INC.",999 W BIG BEAVER RD,TROY,MI,48084,7500: Department of Health and Human Services,7529: NATIONAL INSTITUTES OF HEALTH,18851303.6,"IGF::OT::IGF - OTHER FUNCTIONS - SCIENTIFIC, TECHNICAL AND OTHER PROFESSIONAL SERVICES (STOPS)",NA,TROY,MI,MI11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ff679b092a0e42e9b6a95f1c78538ec2,"TROY, MI","TROY, MI",notInBeltway,-83.1497751,42.6064095,-83.1497751,42.6064095,notInBeltway,0,0,Department of Health and Human Services
41741,1700: DEPT OF THE NAVY,9700: Department of Defense,"RBC, INCORPORATED",100 N PITT ST STE 300,ALEXANDRIA,VA,22314,9700: Department of Defense,1700: DEPT OF THE NAVY,8165647.34,IGF::OT::IGF PROGRAM MANAGEMENT SUPPORT EXERCISE OPTION I AND INCREMENTAL FUNDING,NA,PATUXENT RIVER,MD,MD05,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,d4b49318b15e4d3e9528714f5b8f95fe,"ALEXANDRIA, VA","PATUXENT RIVER, MD",inBeltway,-77.0469214,38.8048355,-76.7102059,38.73481,inBeltway,8165647.34,8165647.34,Department of Defense
42247,"8600: HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600: Department of Housing and Urban Development,"SELENE FINANCE, LP",9990 RICHMOND AVE SUITE 400 SOUTH,HOUSTON,TX,77042,8600: Department of Housing and Urban Development,"8600: HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",633e5,SINGLE FAMILY MASTER SUBSERVICER IGF::OT::IGF,NA,HOUSTON,TX,TX09,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,e5c3423a3e27434db19f1d7278bdc79b,"HOUSTON, TX","HOUSTON, TX",notInBeltway,-95.3698028,29.7604267,-95.3698028,29.7604267,notInBeltway,0,0,Department of Housing and Urban Development
42380,2100: DEPT OF THE ARMY,9700: Department of Defense,DYNAMICS RESEARCH CORPORATION,60 FRONTAGE RD,ANDOVER,MA,01810,9700: Department of Defense,2100: DEPT OF THE ARMY,9360254.49,IGF::OT::IGF. EXERCISE OF OPTION PERIOD 4 DCOE PROGRAM EVALUATION.,NA,FALLS CHURCH,VA,VA08,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,710f6420f12a4c8ab62f749f600a0b5c,"ANDOVER, MA","FALLS CHURCH, VA",notInBeltway,-71.1367953,42.6583356,-77.1710914,38.882334,notInBeltway,0,0,Department of Defense
43073,4732: FEDERAL ACQUISITION SERVICE,4700: General Services Administration,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1710 SAIC DR,MCLEAN,VA,22102,9700: Department of Defense,4732: FEDERAL ACQUISITION SERVICE,10846595,"IGF::OT::IGF THE PURPOSE OF THIS MODIFICATION IS TO INCREMENTALLY FUND THE TASK ORDER AND UPDATE SECTION B OF THE ORDER, AS WELL.",NA,FORT KNOX,KY,KY02,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,2719e23ca53e40a69344ca0838ee356d,"MCLEAN, VA","FORT KNOX, KY",inBeltway,-77.1772604,38.9338676,-85.9562469,37.9161043,inBeltway,10846595,10846595,Department of Defense
43499,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000: National Aeronautics and Space Administration,"INUTEQ, LLC",7000 MUIRKIRK MEADOWS DR STE 100,BELTSVILLE,MD,20705,8000: National Aeronautics and Space Administration,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8802686.14,"IGF::OT::IGF THE MAJORITY OF WORK UNDER THIS CONTRACT SHALL BE IN SUPPORT OF MISSIONS OF THE GSFC. IN ADDITION, THERE WILL BE SOME WORK THAT WILL BE IN SUPPORT OF GSFC OR OTHER NASA MISSIONS AT OTHER NASA CENTERS OR NASA HEADQUARTERS. IN SUPPORT OF THESE ACTIVITIES, IT IS ANTICIPATED THAT A SMALL NUMBER OF CONTRACTOR PERSONNEL MAY BE RESIDENT AT SUCH FACILITIES OUTSIDE OF THE METRO WASHINGTON DC AREA. IN ORDER TO SUPPORT THESE MISSIONS AND THE ACCOUNTING OFFICE, THE FOLLOWING PROJECT PLANNING AND CONTROL AND ASSOCIATED FUNCTIONS WILL BE PERFORMED UNDER THIS CONTRACT: 1. GENERAL BUSINESS 2. PLANNING AND SCHEDULING/EARNED VALUE MANAGEMENT 3. DOCUMENTATION MANAGEMENT 4. CONFIGURATION MANAGEMENT 5. HIGHLY SPECIALIZED INFORMATION TECHNOLOGY 6. GENERAL ACCOUNTING.",NA,GREENBELT,MD,MD05,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,9c093f2569af41e8890626f762c55496,"BELTSVILLE, MD","GREENBELT, MD",inBeltway,-76.9074739,39.0348317,-76.8755282,39.0045544,inBeltway,8802686.14,8802686.14,National Aeronautics and Space Administration
43503,7570: OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),:,"ICF INCORPORATED, L.L.C.",9300 LEE HWY,FAIRFAX,VA,22031,:,7570: OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),17064456,"27,721,391.00IGF::CL::IGF NATIONAL CAPACITY BUILDING CENTER FOR PUBLIC CHILD WELFARE AGENCIES",NA,FAIRFAX,VA,VA11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,c045436611254e779cec7e0a3837dd73,"FAIRFAX, VA","FAIRFAX, VA",inBeltway,-77.3063733,38.8462236,-77.3063733,38.8462236,inBeltway,17064456,17064456,
44477,7529: NATIONAL INSTITUTES OF HEALTH,7500: Department of Health and Human Services,"KELLY SERVICES, INC.",999 W BIG BEAVER RD,TROY,MI,48084,7500: Department of Health and Human Services,7529: NATIONAL INSTITUTES OF HEALTH,11079642.16,"IGF::OT::IGF - OTHER FUNCTIONS - SCIENTIFIC, TECHNICAL AND OTHER PROFESSIONAL SERVICES (STOPS)",NA,TROY,MI,MI11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,9d3618913a654d7ca258683f5c28db9f,"TROY, MI","TROY, MI",notInBeltway,-83.1497751,42.6064095,-83.1497751,42.6064095,notInBeltway,0,0,Department of Health and Human Services
44788,7529: NATIONAL INSTITUTES OF HEALTH,7500: Department of Health and Human Services,"KELLY SERVICES, INC.",999 W BIG BEAVER RD,TROY,MI,48084,7500: Department of Health and Human Services,7529: NATIONAL INSTITUTES OF HEALTH,30331404.88,"IGF::OT::IGF - OTHER FUNCTION - SCIENTIFIC, TECHNICAL AND OTHER PROFESSIONAL SERVICES (STOPS)",NA,TROY,MI,MI11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,39dcec31391e429881082b3fadc261dd,"TROY, MI","TROY, MI",notInBeltway,-83.1497751,42.6064095,-83.1497751,42.6064095,notInBeltway,0,0,Department of Health and Human Services
44820,6925: FEDERAL HIGHWAY ADMINISTRATION,6900: Department of Transportation,WESTAT INCORPORATED,1600 RESEARCH BLVD,ROCKVILLE,MD,20850,6900: Department of Transportation,6925: FEDERAL HIGHWAY ADMINISTRATION,10690875,"IGF::OT::IGF MODIFICATION TO ISSUE A LOGICAL FOLLOW-ON MODIFICATION TO THE CONTRACTOR, INCREASE THE CEILING, AND PROVIDE FUNDING.",NA,ROCKVILLE,MD,MD08,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,97f904152d4e47959b6c5a518b709b5b,"ROCKVILLE, MD","ROCKVILLE, MD",inBeltway,-77.1527578,39.0839973,-77.1527578,39.0839973,inBeltway,10690875,10690875,Department of Transportation
45388,"1900: STATE, DEPARTMENT OF",1900: Department of State,"STANLEY ASSOCIATES, INC.",12601 FAIR LAKES CIR,FAIRFAX,VA,22033,1900: Department of State,"1900: STATE, DEPARTMENT OF",19079741.96,INCREMENTAL FUNDING IGF::OT::IGF,NA,FAIRFAX,VA,VA11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,1a772fd4051b4c48b2507a25689e497c,"FAIRFAX, VA","FAIRFAX, VA",inBeltway,-77.3063733,38.8462236,-77.3063733,38.8462236,inBeltway,19079741.96,19079741.96,Department of State
45502,2100: DEPT OF THE ARMY,9700: Department of Defense,CSC GOVERNMENT SOLUTIONS LLC,15000 CONFERENCE CENTER DR,CHANTILLY,VA,20151,9700: Department of Defense,2100: DEPT OF THE ARMY,18525637,IGF::OT::IGF EXERCISE OPTION PERIOD THREE,NA,MARLTON,NJ,NJ03,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,4449597ba5ac4baa83c5277c77345464,"CHANTILLY, VA","MARLTON, NJ",notInBeltway,-77.4310992,38.8942786,-74.9218324,39.8912248,inBeltway,0,18525637,Department of Defense
45503,2100: DEPT OF THE ARMY,9700: Department of Defense,CSC GOVERNMENT SOLUTIONS LLC,15000 CONFERENCE CENTER DR,CHANTILLY,VA,20151,9700: Department of Defense,2100: DEPT OF THE ARMY,21892e3,IGF::OT::IGF EXERCISE THE FULL OPTION PERIOD THREE AND PROVIDE INCREMENTAL FUNDING,NA,MARLTON,NJ,NJ03,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,1675b08c58ad44a2a072ba207137f236,"CHANTILLY, VA","MARLTON, NJ",notInBeltway,-77.4310992,38.8942786,-74.9218324,39.8912248,inBeltway,0,21892e3,Department of Defense
45929,5000: SECURITIES AND EXCHANGE COMMISSION,5000: Securities and Exchange Commission,"AMYX, INC.",12355 SUNRISE VALLEY DR STE 520,RESTON,VA,20191,5000: Securities and Exchange Commission,5000: SECURITIES AND EXCHANGE COMMISSION,13932962.4,IGF::OT::IGF FOR OTHER FUNCTIONS NATIONAL EXAMINATION SUPPORT SERVICES,NA,WASHINGTON,DC,DC00,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,b6c36c6f1ea04ecead3b64451a6a7e77,"RESTON, VA","WASHINGTON, DC",notInBeltway,-77.3570028,38.9586307,-77.0368707,38.9071923,inBeltway,0,13932962.4,Securities and Exchange Commission
45999,"1900: STATE, DEPARTMENT OF",1900: Department of State,"STANLEY ASSOCIATES, INC.",12601 FAIR LAKES CIR,FAIRFAX,VA,22033,1900: Department of State,"1900: STATE, DEPARTMENT OF",40767235.3,"ADD POSITIONS, FUNDING AND CLINS IGF::OT::IGF",NA,FAIRFAX,VA,VA11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,29596dbfa7534af3ba1993062e68ba23,"FAIRFAX, VA","FAIRFAX, VA",inBeltway,-77.3063733,38.8462236,-77.3063733,38.8462236,inBeltway,40767235.3,40767235.3,Department of State
46000,"1900: STATE, DEPARTMENT OF",1900: Department of State,"STANLEY ASSOCIATES, INC.",12601 FAIR LAKES CIR,FAIRFAX,VA,22033,1900: Department of State,"1900: STATE, DEPARTMENT OF",12227582.24,"ADD POSITIONS, FUNDING AND CLINS IGF::OT::IGF",NA,FAIRFAX,VA,VA11,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,60e97af0baeb414c9d898e44cfb91d1f,"FAIRFAX, VA","FAIRFAX, VA",inBeltway,-77.3063733,38.8462236,-77.3063733,38.8462236,inBeltway,12227582.24,12227582.24,Department of State
48623,2100: DEPT OF THE ARMY,9700: Department of Defense,CSC GOVERNMENT SOLUTIONS LLC,15000 CONFERENCE CENTER DR,CHANTILLY,VA,20151,9700: Department of Defense,2100: DEPT OF THE ARMY,17165720,"IGF::OT::IGF INCORPORATE THE DISA MIGRATION OPTION, THE ADDT'L FACILITIES PART 2 AND UPDATED PWS",NA,MARLTON,NJ,NJ03,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,770f5552857949149a2a4d5a33f0cf4e,"CHANTILLY, VA","MARLTON, NJ",notInBeltway,-77.4310992,38.8942786,-74.9218324,39.8912248,inBeltway,0,17165720,Department of Defense
48796,7013: TRANSPORTATION SECURITY ADMINISTRATION,7000: Department of Homeland Security,DELOITTE CONSULTING LLP,1725 DUKE ST,ALEXANDRIA,VA,22314,7000: Department of Homeland Security,7013: TRANSPORTATION SECURITY ADMINISTRATION,8154506.51,IGF::OT::IGF THE PURPOSE OF THIS MODIFICATION IS EXERCISE OPTION PERIOD 2.,NA,MC LEAN,VA,VA08,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,72299659aa664aaf833a9e17e27a148f,"ALEXANDRIA, VA","MC LEAN, VA",inBeltway,-77.0469214,38.8048355,-77.1772604,38.9338676,inBeltway,8154506.51,8154506.51,Department of Homeland Security
50003,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000: National Aeronautics and Space Administration,TRAX INTERNATIONAL CORPORATION,8337 W SUNSET RD STE 250,LAS VEGAS,NV,89113,8000: National Aeronautics and Space Administration,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,15048609.9,"IGF::OT::IGF OTHER FUNCTIONS GODDARD LOGISTICS AND TECHNICAL INFORMATION SERVICES--TO SUPPORT THE MISSION FOR THE INFORMATION AND LOGISTICS MANAGEMENT DIVISION BY PROVIDING LOGISTICS SERVICES SUPPORT, TECHNICAL INFORMATION MANAGEMENT AND OTHER SERVICES TO GODDARD SPACE FLIGHT CENTER (GSFC) AT ITS GREENBELT, MD AND WALLOPS ISLAND, VA LOCATIONS AND TO NASA HEADQUARTERS. THESE SERVICES SHALL BE PROVIDED TO BOTH INSTITUTIONAL AND TECHNICAL PROGRAMS/PROJECTS, AND INCLUDE: PROJECT SUPPORT, SUPPLY MANAGEMENT, TRANSPORTATION, EQUIPMENT MANAGEMENT, MANAGEMENT SERVICES, CREATIVE SERVICES, AND AUDIO VISUAL SERVICES.",NA,GREENBELT,MD,MD05,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,54065d368abb4e2f8a5eb4712d831f12,"LAS VEGAS, NV","GREENBELT, MD",notInBeltway,-115.1398296,36.1699412,-76.8755282,39.0045544,notInBeltway,0,0,National Aeronautics and Space Administration
